Candidate ID,DOJ Extended,Duration to Accept Offer,Notice Period,Offered Band,Percentage Hike Expected,Percentage Hike Offered,Joining Bonus,Gender,Candidate Source,Relevant Experience,Line of Business,Date of Birth,Joining Location,Candidate Relocation Status,HR Status
10970,FALSE,27,74,C1,48,22,FALSE,Male,Employee Referral,7,Finance,17-11-2012,New York,TRUE,Not Joined
10971,TRUE,4,89,C1,20,24,TRUE,Male,Employee Referral,19,Finance,11-10-2017,San Francisco,FALSE,Joined
10972,FALSE,12,65,C3,39,48,TRUE,Female,Direct,7,Marketing,01-03-2012,London,TRUE,Joined
10973,TRUE,10,49,C4,45,25,FALSE,Female,Agency,13,HR,29-12-2015,San Francisco,FALSE,Joined
10974,FALSE,17,30,C2,35,38,FALSE,Male,Agency,10,IT,02-05-2020,New York,FALSE,Joined
10975,TRUE,29,55,C5,37,39,TRUE,Female,Direct,3,Marketing,30-07-2010,Tokyo,FALSE,Joined
10976,TRUE,13,72,C2,23,26,TRUE,Male,Direct,12,Finance,12-08-2018,Paris,TRUE,Joined
10977,FALSE,15,77,C6,18,10,TRUE,Female,Employee Referral,16,HR,26-05-2011,Tokyo,TRUE,Not Joined
10978,TRUE,10,69,C1,39,41,TRUE,Female,Agency,13,Sales,12-10-2008,Tokyo,FALSE,Joined
10979,TRUE,26,86,C2,28,42,FALSE,Male,Agency,18,Marketing,01-06-2018,Tokyo,FALSE,Joined
10980,TRUE,6,27,C6,31,39,TRUE,Female,Direct,10,Marketing,19-01-2015,Tokyo,FALSE,Joined
10981,FALSE,19,59,C6,29,12,FALSE,Male,Employee Referral,19,Sales,05-08-2010,Tokyo,FALSE,Not Joined
10982,TRUE,14,59,C0,19,34,TRUE,Male,Employee Referral,6,Marketing,27-03-2020,New York,FALSE,Not Joined
10983,FALSE,7,51,C6,13,45,FALSE,Female,Employee Referral,1,Marketing,17-11-2012,London,TRUE,Not Joined
10984,FALSE,14,68,C3,36,17,TRUE,Female,Direct,10,IT,21-01-2021,Tokyo,FALSE,Not Joined
10985,FALSE,3,68,C5,21,29,FALSE,Female,Direct,12,Finance,01-04-2012,San Francisco,TRUE,Not Joined
10986,FALSE,17,22,C1,24,28,FALSE,Male,Direct,14,Marketing,12-08-2013,Paris,TRUE,Not Joined
10987,FALSE,23,37,C2,30,41,TRUE,Female,Direct,8,IT,05-07-2020,San Francisco,TRUE,Not Joined
10988,TRUE,18,25,C2,46,27,FALSE,Male,Agency,16,Marketing,29-03-2013,London,FALSE,Not Joined
10989,TRUE,5,75,C2,25,39,TRUE,Female,Direct,19,IT,23-07-2017,San Francisco,TRUE,Not Joined
10990,FALSE,22,85,C1,38,19,TRUE,Male,Direct,1,HR,14-02-2008,San Francisco,TRUE,Joined
10991,TRUE,22,43,C5,46,20,FALSE,Female,Employee Referral,15,IT,07-08-2019,Paris,FALSE,Joined
10992,TRUE,22,20,C4,43,13,FALSE,Female,Direct,14,IT,05-07-2010,Tokyo,FALSE,Not Joined
10993,FALSE,19,26,C2,37,48,TRUE,Female,Direct,7,Finance,08-03-2010,New York,TRUE,Not Joined
10994,FALSE,20,69,C1,35,40,FALSE,Male,Direct,17,IT,26-08-2017,Paris,TRUE,Joined
10995,TRUE,7,17,C3,23,15,TRUE,Female,Direct,15,Marketing,23-11-2012,San Francisco,TRUE,Joined
10996,TRUE,2,52,C4,41,22,FALSE,Female,Employee Referral,6,Sales,07-04-2009,New York,FALSE,Not Joined
10997,FALSE,2,54,C0,49,44,FALSE,Male,Agency,9,Marketing,22-01-2008,Paris,TRUE,Not Joined
10998,FALSE,18,33,C5,18,13,FALSE,Female,Agency,5,Marketing,03-11-2012,San Francisco,TRUE,Joined
10999,TRUE,15,31,C2,38,28,FALSE,Male,Direct,10,Sales,19-09-2016,San Francisco,FALSE,Not Joined
11000,TRUE,20,64,C6,28,44,FALSE,Male,Employee Referral,2,Marketing,08-05-2013,Paris,FALSE,Joined
11001,FALSE,3,51,C1,49,24,FALSE,Female,Direct,2,Finance,17-03-2019,Paris,TRUE,Joined
11002,TRUE,22,43,C2,24,43,TRUE,Male,Agency,1,IT,21-04-2012,London,TRUE,Joined
11003,FALSE,19,49,C6,46,30,TRUE,Female,Employee Referral,6,Finance,09-10-2018,London,FALSE,Not Joined
11004,TRUE,8,25,C1,37,31,FALSE,Male,Direct,12,Finance,15-07-2012,Paris,TRUE,Not Joined
11005,TRUE,15,59,C3,15,26,FALSE,Female,Direct,10,Sales,03-11-2007,New York,TRUE,Joined
11006,TRUE,9,54,C6,17,30,TRUE,Male,Employee Referral,3,IT,29-01-2020,Tokyo,TRUE,Joined
11007,FALSE,21,62,C6,43,25,TRUE,Male,Employee Referral,6,Sales,29-05-2011,Paris,TRUE,Joined
11008,FALSE,9,22,C0,10,43,TRUE,Female,Employee Referral,18,Marketing,10-01-2012,San Francisco,TRUE,Not Joined
11009,FALSE,17,17,C5,17,43,FALSE,Male,Agency,3,Marketing,14-07-2015,San Francisco,FALSE,Not Joined
11010,TRUE,4,55,C4,21,42,FALSE,Male,Direct,18,Finance,29-10-2010,New York,FALSE,Not Joined
11011,TRUE,24,57,C5,46,45,FALSE,Female,Employee Referral,10,IT,01-08-2019,Tokyo,TRUE,Joined
11012,TRUE,29,27,C6,15,18,FALSE,Male,Direct,4,Marketing,12-09-2020,Paris,FALSE,Not Joined
11013,TRUE,8,65,C1,45,17,TRUE,Female,Employee Referral,16,Sales,23-06-2007,New York,TRUE,Not Joined
11014,TRUE,7,33,C2,30,38,TRUE,Male,Agency,16,Sales,30-09-2007,London,TRUE,Joined
11015,FALSE,17,88,C6,30,48,FALSE,Female,Employee Referral,14,IT,20-05-2017,San Francisco,TRUE,Joined
11016,FALSE,4,65,C4,35,40,FALSE,Male,Direct,4,IT,24-06-2011,Paris,TRUE,Not Joined
11017,TRUE,19,65,C4,32,30,TRUE,Male,Direct,8,Marketing,16-07-2018,Tokyo,TRUE,Not Joined
11018,FALSE,5,63,C1,46,17,TRUE,Male,Direct,2,Marketing,01-09-2020,Tokyo,TRUE,Joined
11019,FALSE,12,26,C5,31,42,TRUE,Male,Employee Referral,15,Marketing,20-02-2010,New York,FALSE,Not Joined
11020,FALSE,20,69,C2,15,36,FALSE,Male,Agency,13,HR,20-07-2019,London,TRUE,Joined
11021,FALSE,4,63,C6,19,35,TRUE,Male,Direct,15,Marketing,02-07-2016,London,TRUE,Not Joined
11022,TRUE,4,39,C2,46,13,TRUE,Male,Direct,9,HR,15-02-2010,Tokyo,FALSE,Not Joined
11023,FALSE,3,85,C0,11,20,FALSE,Male,Employee Referral,6,HR,14-05-2020,Tokyo,FALSE,Not Joined
11024,FALSE,27,30,C4,39,24,FALSE,Female,Agency,4,HR,02-12-2012,Paris,FALSE,Not Joined
11025,TRUE,5,76,C0,24,31,TRUE,Female,Direct,6,IT,21-06-2020,London,FALSE,Not Joined
11026,FALSE,10,28,C2,33,27,TRUE,Male,Direct,4,Marketing,11-04-2016,Tokyo,TRUE,Not Joined
11027,FALSE,13,40,C4,21,31,TRUE,Female,Direct,8,Marketing,25-07-2019,Tokyo,FALSE,Joined
11028,FALSE,29,38,C3,30,45,TRUE,Male,Employee Referral,13,IT,22-05-2009,Paris,TRUE,Not Joined
11029,TRUE,13,17,C2,28,46,TRUE,Female,Employee Referral,4,Sales,23-10-2016,Paris,TRUE,Joined
11030,FALSE,9,81,C2,10,16,TRUE,Female,Direct,8,IT,26-09-2008,New York,FALSE,Joined
11031,FALSE,1,62,C4,28,28,TRUE,Male,Employee Referral,12,Marketing,04-11-2015,London,FALSE,Not Joined
11032,TRUE,9,61,C0,44,36,FALSE,Male,Employee Referral,4,Sales,21-01-2018,London,FALSE,Not Joined
11033,FALSE,6,49,C5,46,45,FALSE,Male,Direct,5,Sales,15-12-2012,San Francisco,TRUE,Not Joined
11034,FALSE,20,30,C6,37,10,TRUE,Male,Employee Referral,3,Marketing,24-02-2009,San Francisco,TRUE,Not Joined
11035,TRUE,22,66,C1,42,49,TRUE,Female,Employee Referral,11,IT,27-12-2010,Paris,FALSE,Not Joined
11036,FALSE,22,69,C5,41,11,FALSE,Female,Employee Referral,18,Marketing,01-10-2011,Tokyo,TRUE,Joined
11037,TRUE,17,77,C1,28,30,TRUE,Male,Agency,3,HR,12-03-2015,New York,TRUE,Joined
11038,TRUE,8,45,C3,48,14,FALSE,Female,Agency,15,IT,22-07-2018,San Francisco,FALSE,Not Joined
11039,TRUE,5,34,C1,10,17,TRUE,Female,Agency,11,HR,12-03-2015,San Francisco,FALSE,Joined
11040,FALSE,22,82,C2,32,26,TRUE,Male,Employee Referral,5,Sales,28-05-2019,New York,FALSE,Joined
11041,TRUE,5,88,C0,11,21,FALSE,Male,Agency,7,IT,11-06-2015,Tokyo,FALSE,Joined
11042,FALSE,6,48,C6,20,17,FALSE,Female,Agency,14,HR,22-10-2018,San Francisco,FALSE,Not Joined
11043,TRUE,20,42,C6,35,49,TRUE,Male,Agency,2,IT,23-09-2009,Paris,TRUE,Joined
11044,FALSE,19,18,C5,43,42,TRUE,Female,Agency,1,Finance,06-01-2014,Tokyo,FALSE,Joined
11045,TRUE,7,74,C2,42,21,FALSE,Male,Direct,9,Finance,17-11-2007,San Francisco,TRUE,Not Joined
11046,FALSE,14,35,C6,16,17,TRUE,Female,Employee Referral,8,Marketing,24-10-2016,San Francisco,FALSE,Not Joined
11047,TRUE,25,78,C6,37,13,FALSE,Male,Agency,6,HR,06-10-2016,London,FALSE,Joined
11048,FALSE,10,23,C4,17,18,TRUE,Male,Agency,19,Finance,17-12-2011,New York,FALSE,Not Joined
11049,FALSE,7,58,C1,18,10,FALSE,Male,Employee Referral,10,HR,08-12-2013,New York,TRUE,Not Joined
11050,TRUE,24,54,C5,22,26,TRUE,Male,Direct,8,HR,21-02-2013,San Francisco,FALSE,Not Joined
11051,FALSE,10,21,C0,41,43,FALSE,Female,Employee Referral,5,Finance,17-10-2011,London,TRUE,Joined
11052,TRUE,25,58,C3,19,26,TRUE,Male,Employee Referral,2,Sales,24-05-2016,Paris,FALSE,Not Joined
11053,TRUE,21,86,C0,45,23,TRUE,Female,Direct,10,Finance,28-09-2013,Paris,TRUE,Joined
11054,TRUE,12,61,C3,37,18,TRUE,Male,Employee Referral,19,IT,02-12-2020,Paris,TRUE,Not Joined
11055,TRUE,11,18,C2,40,39,TRUE,Female,Direct,18,IT,16-04-2020,London,TRUE,Not Joined
11056,TRUE,19,69,C2,11,44,FALSE,Female,Agency,15,IT,19-01-2009,New York,FALSE,Not Joined
11057,TRUE,7,83,C2,31,22,TRUE,Female,Employee Referral,11,Marketing,26-03-2014,Tokyo,TRUE,Joined
11058,TRUE,23,24,C4,13,38,TRUE,Male,Employee Referral,8,Marketing,08-08-2017,Tokyo,FALSE,Joined
11059,FALSE,5,81,C3,43,18,TRUE,Female,Agency,13,IT,09-04-2017,San Francisco,TRUE,Not Joined
11060,TRUE,28,45,C1,31,23,TRUE,Female,Employee Referral,8,Marketing,25-08-2014,Tokyo,FALSE,Joined
11061,FALSE,1,23,C3,46,18,TRUE,Female,Employee Referral,15,Finance,11-04-2015,Paris,FALSE,Joined
11062,TRUE,18,18,C1,18,26,TRUE,Male,Agency,10,Finance,26-12-2008,San Francisco,FALSE,Not Joined
11063,TRUE,7,62,C1,12,24,FALSE,Female,Agency,5,Sales,12-01-2020,New York,TRUE,Joined
11064,TRUE,5,89,C0,39,37,TRUE,Male,Agency,13,Sales,03-08-2013,Paris,TRUE,Joined
11065,FALSE,12,81,C3,48,23,TRUE,Male,Agency,9,Sales,13-04-2019,San Francisco,FALSE,Not Joined
11066,TRUE,18,34,C5,30,42,TRUE,Male,Direct,18,HR,16-07-2019,Tokyo,TRUE,Joined
11067,TRUE,29,47,C4,12,37,FALSE,Male,Direct,5,HR,15-08-2010,San Francisco,FALSE,Not Joined
11068,TRUE,4,85,C5,41,40,FALSE,Female,Employee Referral,7,Sales,11-04-2008,London,FALSE,Not Joined
11069,TRUE,9,61,C2,36,38,FALSE,Female,Employee Referral,17,HR,03-12-2017,San Francisco,FALSE,Not Joined
11070,TRUE,13,34,C0,25,14,TRUE,Male,Agency,18,HR,03-02-2017,San Francisco,TRUE,Joined
11071,FALSE,5,40,C3,15,25,FALSE,Male,Employee Referral,16,HR,04-04-2016,London,TRUE,Not Joined
11072,FALSE,23,63,C5,27,22,FALSE,Male,Agency,6,Marketing,22-06-2011,San Francisco,FALSE,Joined
11073,TRUE,10,72,C2,23,16,TRUE,Female,Direct,6,Marketing,30-03-2010,Tokyo,FALSE,Joined
11074,TRUE,16,87,C0,36,11,FALSE,Male,Direct,8,IT,16-06-2013,San Francisco,FALSE,Not Joined
11075,TRUE,11,43,C5,21,11,TRUE,Male,Employee Referral,12,Sales,22-05-2011,San Francisco,TRUE,Not Joined
11076,FALSE,24,84,C4,26,25,TRUE,Male,Employee Referral,1,IT,12-02-2019,Paris,FALSE,Not Joined
11077,TRUE,15,43,C2,41,27,TRUE,Female,Agency,14,HR,27-05-2018,New York,TRUE,Not Joined
11078,FALSE,23,47,C3,45,37,TRUE,Female,Direct,15,Finance,01-01-2020,Paris,FALSE,Joined
11079,TRUE,6,24,C2,12,44,FALSE,Female,Agency,14,IT,15-06-2018,London,TRUE,Joined
11080,FALSE,25,36,C3,28,48,TRUE,Male,Employee Referral,4,Sales,26-10-2009,Tokyo,FALSE,Not Joined
11081,TRUE,24,45,C6,17,17,FALSE,Male,Agency,12,IT,26-02-2013,London,TRUE,Not Joined
11082,FALSE,11,28,C4,21,33,FALSE,Female,Agency,4,Finance,15-08-2012,Paris,FALSE,Joined
11083,TRUE,18,26,C2,32,44,TRUE,Female,Direct,8,HR,24-01-2009,London,FALSE,Not Joined
11084,FALSE,13,28,C5,27,42,TRUE,Female,Direct,16,Sales,05-12-2019,San Francisco,TRUE,Joined
11085,FALSE,9,16,C4,31,34,TRUE,Male,Agency,9,HR,19-07-2014,New York,FALSE,Joined
11086,FALSE,15,19,C2,31,21,TRUE,Female,Employee Referral,12,Marketing,27-04-2008,New York,FALSE,Not Joined
11087,FALSE,29,38,C1,35,48,FALSE,Female,Agency,8,HR,03-03-2020,San Francisco,TRUE,Joined
11088,TRUE,11,88,C3,40,25,TRUE,Female,Employee Referral,3,Finance,15-05-2010,New York,FALSE,Not Joined
11089,TRUE,19,20,C2,12,16,FALSE,Male,Agency,8,IT,05-01-2020,New York,FALSE,Not Joined
11090,TRUE,5,75,C3,35,39,TRUE,Female,Employee Referral,7,Finance,08-04-2009,New York,FALSE,Not Joined
11091,TRUE,12,77,C6,45,27,TRUE,Female,Employee Referral,19,Finance,27-08-2013,New York,TRUE,Not Joined
11092,FALSE,23,61,C4,43,14,FALSE,Female,Direct,13,Finance,11-10-2020,Paris,FALSE,Not Joined
11093,FALSE,24,83,C4,38,46,FALSE,Female,Direct,19,Marketing,09-09-2018,New York,FALSE,Not Joined
11094,FALSE,17,39,C0,11,22,FALSE,Female,Direct,7,IT,10-04-2016,New York,TRUE,Not Joined
11095,TRUE,13,46,C2,26,36,TRUE,Female,Direct,15,HR,18-07-2011,New York,TRUE,Joined
11096,TRUE,4,21,C6,33,34,FALSE,Female,Employee Referral,19,Sales,15-08-2016,Tokyo,TRUE,Joined
11097,FALSE,27,43,C2,44,48,FALSE,Female,Direct,4,Sales,09-01-2014,Paris,TRUE,Not Joined
11098,FALSE,25,34,C3,46,18,FALSE,Male,Employee Referral,18,IT,04-01-2009,Tokyo,TRUE,Joined
11099,TRUE,28,20,C3,17,26,FALSE,Female,Agency,12,Sales,27-08-2018,New York,FALSE,Not Joined
11100,TRUE,24,55,C1,48,47,TRUE,Male,Agency,8,Sales,04-06-2010,Tokyo,FALSE,Joined
11101,FALSE,12,75,C4,46,44,FALSE,Male,Agency,16,Sales,14-12-2020,Tokyo,FALSE,Joined
11102,TRUE,22,86,C6,32,27,TRUE,Female,Agency,15,Finance,04-10-2018,San Francisco,FALSE,Not Joined
11103,FALSE,18,84,C6,35,26,TRUE,Female,Employee Referral,3,Finance,28-06-2018,Paris,FALSE,Not Joined
11104,TRUE,7,22,C6,20,12,FALSE,Female,Direct,9,Sales,08-10-2012,San Francisco,FALSE,Not Joined
11105,TRUE,13,35,C3,28,35,TRUE,Male,Direct,16,IT,02-12-2018,London,TRUE,Joined
11106,TRUE,27,77,C6,28,17,TRUE,Female,Direct,9,Marketing,24-06-2017,Paris,FALSE,Joined
11107,TRUE,2,26,C3,15,21,TRUE,Female,Direct,9,IT,09-07-2014,San Francisco,FALSE,Not Joined
11108,FALSE,28,58,C6,25,23,FALSE,Female,Agency,17,IT,22-07-2017,Tokyo,FALSE,Not Joined
11109,TRUE,21,83,C5,25,11,FALSE,Male,Agency,16,IT,21-02-2017,Paris,TRUE,Joined
11110,TRUE,26,60,C6,44,20,FALSE,Female,Direct,16,HR,29-09-2010,Paris,FALSE,Not Joined
11111,TRUE,14,18,C2,33,41,FALSE,Female,Agency,19,Finance,26-03-2014,London,FALSE,Joined
11112,TRUE,16,61,C2,14,18,TRUE,Female,Employee Referral,19,IT,09-02-2012,Tokyo,TRUE,Not Joined
11113,FALSE,18,76,C2,42,31,FALSE,Male,Direct,9,Finance,09-07-2016,San Francisco,TRUE,Not Joined
11114,TRUE,20,33,C3,22,47,TRUE,Male,Direct,4,Sales,23-04-2017,Paris,TRUE,Joined
11115,FALSE,20,45,C6,24,39,FALSE,Female,Agency,14,IT,19-09-2014,New York,FALSE,Joined
11116,FALSE,9,49,C4,41,21,FALSE,Male,Agency,6,Sales,19-11-2018,London,FALSE,Joined
11117,TRUE,21,24,C3,20,39,TRUE,Male,Direct,17,IT,19-04-2010,New York,TRUE,Not Joined
11118,TRUE,26,57,C3,11,18,FALSE,Female,Direct,7,Sales,24-01-2021,New York,TRUE,Not Joined
11119,FALSE,26,55,C0,38,43,TRUE,Male,Agency,18,Finance,09-12-2012,San Francisco,FALSE,Not Joined
11120,TRUE,7,63,C3,19,30,TRUE,Female,Employee Referral,5,IT,09-06-2011,San Francisco,FALSE,Joined
11121,TRUE,4,85,C1,29,13,FALSE,Female,Employee Referral,12,Sales,08-10-2008,San Francisco,TRUE,Not Joined
11122,TRUE,18,38,C6,10,30,TRUE,Female,Employee Referral,14,Finance,30-10-2014,San Francisco,TRUE,Not Joined
11123,TRUE,25,30,C3,23,42,TRUE,Male,Employee Referral,8,HR,30-11-2015,London,FALSE,Not Joined
11124,FALSE,17,82,C2,27,24,TRUE,Female,Employee Referral,17,HR,12-01-2008,San Francisco,TRUE,Joined
11125,TRUE,2,85,C3,11,26,TRUE,Female,Direct,16,IT,25-06-2007,Paris,TRUE,Not Joined
11126,TRUE,14,38,C3,16,37,TRUE,Female,Employee Referral,8,IT,24-01-2009,London,FALSE,Not Joined
11127,FALSE,26,45,C4,14,15,FALSE,Male,Employee Referral,16,IT,08-08-2007,Paris,FALSE,Joined
11128,TRUE,21,21,C4,47,17,TRUE,Female,Employee Referral,8,Marketing,09-12-2013,Paris,FALSE,Not Joined
11129,FALSE,24,29,C5,32,43,TRUE,Female,Agency,6,Marketing,01-12-2012,New York,TRUE,Joined
11130,FALSE,14,17,C1,27,39,FALSE,Female,Agency,13,IT,07-09-2016,Tokyo,TRUE,Joined
11131,FALSE,28,80,C1,17,49,TRUE,Female,Employee Referral,12,Finance,13-05-2018,San Francisco,TRUE,Not Joined
11132,FALSE,28,59,C0,17,21,TRUE,Male,Agency,19,HR,28-11-2012,Tokyo,FALSE,Not Joined
11133,FALSE,7,42,C1,42,11,FALSE,Male,Employee Referral,15,Sales,08-09-2010,London,TRUE,Not Joined
11134,FALSE,22,69,C1,41,33,TRUE,Male,Agency,17,Marketing,23-04-2017,New York,FALSE,Not Joined
11135,TRUE,17,45,C3,27,10,FALSE,Male,Direct,16,HR,20-04-2013,Tokyo,TRUE,Not Joined
11136,TRUE,23,21,C3,39,42,TRUE,Female,Agency,6,Finance,12-02-2012,San Francisco,FALSE,Joined
11137,FALSE,11,77,C5,11,25,TRUE,Male,Direct,19,HR,23-08-2018,San Francisco,FALSE,Joined
11138,FALSE,18,26,C1,37,17,TRUE,Female,Employee Referral,6,IT,22-11-2017,New York,FALSE,Not Joined
11139,FALSE,3,18,C5,44,40,TRUE,Female,Agency,5,Finance,08-02-2016,Tokyo,TRUE,Not Joined
11140,TRUE,3,35,C0,20,32,FALSE,Female,Agency,5,Finance,13-11-2011,Tokyo,TRUE,Joined
11141,TRUE,18,54,C6,31,33,FALSE,Female,Employee Referral,10,IT,07-03-2018,London,TRUE,Joined
11142,FALSE,15,30,C0,13,20,TRUE,Male,Direct,13,Finance,17-05-2009,New York,FALSE,Not Joined
11143,FALSE,7,44,C5,10,23,TRUE,Female,Direct,7,Finance,18-05-2015,London,TRUE,Joined
11144,TRUE,25,16,C2,38,29,FALSE,Female,Agency,17,IT,04-11-2015,New York,TRUE,Joined
11145,TRUE,17,52,C2,42,33,FALSE,Male,Direct,14,Sales,27-11-2007,New York,FALSE,Not Joined
11146,TRUE,28,30,C0,26,49,FALSE,Female,Employee Referral,7,HR,27-05-2019,London,FALSE,Joined
11147,TRUE,28,77,C0,42,43,TRUE,Female,Agency,3,HR,24-09-2017,Paris,FALSE,Not Joined
11148,FALSE,17,20,C3,24,35,TRUE,Male,Employee Referral,14,Finance,08-10-2009,London,FALSE,Not Joined
11149,TRUE,6,38,C2,30,10,TRUE,Male,Agency,17,HR,07-08-2017,New York,TRUE,Joined
11150,FALSE,24,65,C1,11,33,FALSE,Male,Employee Referral,12,Finance,11-08-2014,London,FALSE,Not Joined
11151,FALSE,16,22,C4,17,10,TRUE,Female,Direct,13,HR,12-08-2011,San Francisco,TRUE,Not Joined
11152,TRUE,11,43,C3,20,16,TRUE,Female,Direct,16,Finance,01-01-2020,San Francisco,TRUE,Not Joined
11153,FALSE,12,89,C3,46,18,TRUE,Female,Direct,3,Marketing,25-03-2011,San Francisco,TRUE,Joined
11154,FALSE,17,81,C2,35,12,TRUE,Male,Direct,5,IT,08-05-2014,Paris,FALSE,Not Joined
11155,FALSE,9,36,C4,25,20,TRUE,Female,Agency,2,IT,28-09-2018,London,FALSE,Joined
11156,TRUE,7,63,C2,38,19,FALSE,Female,Employee Referral,3,Marketing,23-09-2019,London,FALSE,Not Joined
11157,FALSE,7,80,C5,30,37,FALSE,Male,Direct,17,IT,23-11-2008,Tokyo,FALSE,Not Joined
11158,TRUE,5,44,C1,25,21,TRUE,Male,Agency,19,Finance,19-08-2011,San Francisco,FALSE,Joined
11159,TRUE,6,24,C4,44,47,TRUE,Male,Direct,9,IT,18-02-2011,London,TRUE,Joined
11160,FALSE,1,76,C1,25,29,FALSE,Male,Direct,13,Finance,09-09-2008,Tokyo,FALSE,Joined
11161,TRUE,10,70,C3,24,34,FALSE,Female,Direct,18,Finance,08-11-2016,Tokyo,FALSE,Joined
11162,FALSE,1,35,C1,19,46,FALSE,Male,Direct,18,IT,20-11-2016,Paris,TRUE,Not Joined
11163,FALSE,1,15,C2,39,31,TRUE,Female,Agency,2,Marketing,25-08-2015,Tokyo,FALSE,Joined
11164,TRUE,11,43,C2,47,44,FALSE,Male,Direct,11,Sales,23-12-2009,Tokyo,FALSE,Joined
11165,TRUE,24,60,C3,12,22,FALSE,Male,Agency,5,Marketing,01-01-2019,New York,TRUE,Not Joined
11166,FALSE,8,71,C0,38,14,FALSE,Male,Employee Referral,14,Finance,10-06-2008,Paris,TRUE,Not Joined
11167,TRUE,15,76,C4,24,21,FALSE,Male,Direct,10,HR,26-12-2019,San Francisco,FALSE,Not Joined
11168,FALSE,6,18,C3,12,17,FALSE,Female,Agency,1,Finance,20-07-2013,Paris,FALSE,Not Joined
11169,TRUE,12,60,C6,41,33,TRUE,Female,Direct,9,Finance,02-12-2011,London,TRUE,Joined
11170,TRUE,5,47,C3,13,15,FALSE,Male,Employee Referral,5,Marketing,30-03-2016,London,TRUE,Joined
11171,TRUE,28,67,C0,24,36,TRUE,Male,Employee Referral,3,IT,27-09-2014,London,FALSE,Not Joined
11172,TRUE,12,46,C4,25,40,TRUE,Female,Agency,1,IT,24-04-2020,London,TRUE,Joined
11173,FALSE,17,72,C2,29,43,FALSE,Male,Agency,10,Sales,09-09-2013,San Francisco,TRUE,Not Joined
11174,FALSE,5,16,C6,23,49,TRUE,Male,Employee Referral,16,Sales,26-06-2018,London,TRUE,Joined
11175,TRUE,13,44,C4,42,38,FALSE,Female,Direct,8,Marketing,09-04-2008,Tokyo,TRUE,Joined
11176,TRUE,13,65,C4,32,39,FALSE,Female,Employee Referral,14,IT,29-03-2011,London,FALSE,Not Joined
11177,FALSE,18,54,C5,41,30,FALSE,Male,Employee Referral,11,HR,14-10-2015,Tokyo,TRUE,Not Joined
11178,FALSE,20,73,C5,18,10,FALSE,Female,Employee Referral,11,HR,09-07-2019,London,FALSE,Joined
11179,FALSE,24,80,C4,36,29,FALSE,Male,Direct,8,Finance,16-01-2018,London,TRUE,Not Joined
11180,TRUE,15,82,C5,42,11,TRUE,Male,Direct,5,Finance,14-09-2007,Paris,FALSE,Joined
11181,TRUE,2,73,C6,49,24,TRUE,Female,Direct,9,IT,12-03-2012,San Francisco,TRUE,Not Joined
11182,FALSE,16,81,C0,21,23,FALSE,Male,Employee Referral,16,Marketing,04-02-2017,San Francisco,TRUE,Not Joined
11183,FALSE,10,31,C0,21,44,TRUE,Male,Employee Referral,19,Marketing,22-01-2021,New York,TRUE,Not Joined
11184,FALSE,24,66,C2,33,33,FALSE,Male,Employee Referral,16,HR,01-02-2009,Paris,TRUE,Not Joined
11185,FALSE,16,79,C5,35,17,FALSE,Female,Agency,6,Sales,17-07-2019,New York,FALSE,Not Joined
11186,TRUE,14,44,C1,42,36,FALSE,Male,Employee Referral,18,Marketing,07-09-2010,New York,TRUE,Not Joined
11187,FALSE,12,48,C1,45,20,TRUE,Female,Employee Referral,14,Marketing,07-05-2019,Paris,FALSE,Not Joined
11188,FALSE,20,78,C6,23,14,FALSE,Female,Employee Referral,15,Marketing,25-10-2012,Paris,FALSE,Not Joined
11189,TRUE,28,41,C2,37,48,FALSE,Female,Agency,8,Finance,29-07-2013,Paris,TRUE,Joined
11190,FALSE,8,70,C6,38,36,TRUE,Male,Agency,16,Finance,14-11-2016,London,TRUE,Not Joined
11191,TRUE,20,69,C0,12,31,TRUE,Male,Agency,17,IT,07-05-2011,New York,FALSE,Joined
11192,TRUE,26,20,C4,10,11,FALSE,Male,Direct,8,Sales,08-04-2009,New York,FALSE,Not Joined
11193,TRUE,19,31,C2,41,45,TRUE,Female,Agency,6,HR,20-08-2015,San Francisco,TRUE,Not Joined
11194,FALSE,4,31,C4,10,47,FALSE,Male,Agency,9,Marketing,20-06-2008,Tokyo,TRUE,Joined
11195,TRUE,29,20,C0,45,12,TRUE,Male,Agency,13,IT,30-01-2009,London,FALSE,Joined
11196,FALSE,16,57,C6,30,34,TRUE,Female,Direct,7,Sales,21-09-2008,New York,TRUE,Joined
11197,FALSE,17,48,C0,47,16,TRUE,Female,Direct,16,Marketing,28-06-2013,London,TRUE,Joined
11198,TRUE,15,87,C2,49,44,FALSE,Female,Agency,15,HR,16-01-2019,San Francisco,FALSE,Joined
11199,TRUE,15,81,C0,49,27,TRUE,Female,Agency,2,IT,29-07-2014,New York,TRUE,Not Joined
11200,FALSE,27,29,C2,37,41,TRUE,Male,Agency,5,Finance,17-01-2010,London,TRUE,Joined
11201,FALSE,27,73,C1,11,38,TRUE,Male,Direct,3,Finance,01-08-2018,Paris,TRUE,Not Joined
11202,FALSE,27,55,C4,34,37,TRUE,Female,Employee Referral,14,IT,28-11-2020,Paris,FALSE,Not Joined
11203,FALSE,10,55,C5,49,21,TRUE,Male,Agency,12,Sales,29-02-2008,Tokyo,TRUE,Joined
